token,ndocs,frequency,e,ne,eprop,freq_bins,ndocs_bins,logfreq_bins,rank,N1,N0,P1,P0,x,WOEValue,token_length,WOEAbs,flg_singleLabel,WOERanks,lengthRanks
issue,100,181,36.0,64.0,0.19889502762430938,2,2,2,148,139,716,0.2589928057553957,0.0893854748603352,2.897482014388489,1.063842088926392,5.0,1.063842088926392,0,5.0,3.0
today,120,180,36.0,84.0,0.2,2,2,2,149,139,716,0.2589928057553957,0.11731843575418995,2.2076053442959918,0.7919083734427502,5.0,0.7919083734427502,0,5.0,3.0
9,90,180,28.0,62.0,0.15555555555555556,2,1,2,150,139,716,0.2014388489208633,0.08659217877094973,2.326293803666744,0.8442763589600661,1.0,0.8442763589600661,0,5.0,1.0
dynegy,40,179,21.0,19.0,0.11731843575418995,2,1,2,151,139,716,0.1510791366906475,0.02653631284916201,5.6932979931844,1.7392896923869365,6.0,1.7392896923869365,0,5.0,3.0
date,99,179,22.0,77.0,0.12290502793296089,2,1,2,152,139,716,0.15827338129496402,0.10754189944134078,1.4717368961973278,0.38644326533458584,4.0,0.38644326533458584,0,4.0,3.0
north,108,179,22.0,86.0,0.12290502793296089,2,2,2,153,139,716,0.15827338129496402,0.12011173184357542,1.317717918688305,0.27590139093476185,5.0,0.27590139093476185,0,4.0,3.0
based,97,179,39.0,58.0,0.21787709497206703,2,1,2,154,139,716,0.2805755395683453,0.08100558659217877,3.463656660878194,1.242324869413181,5.0,1.242324869413181,0,5.0,3.0
org,31,178,7.0,24.0,0.03932584269662921,2,1,2,155,139,716,0.050359712230215826,0.0335195530726257,1.5023980815347722,0.40706255253732154,3.0,0.40706255253732154,0,4.0,2.0
richard,97,178,38.0,59.0,0.21348314606741572,2,1,2,156,139,716,0.2733812949640288,0.0824022346368715,3.3176441897329596,1.1992549496506202,7.0,1.1992549496506202,0,5.0,3.0
month,85,177,30.0,55.0,0.1694915254237288,2,1,2,157,139,716,0.2158273381294964,0.07681564245810056,2.8096795291039895,1.0330704302596383,5.0,1.0330704302596383,0,5.0,3.0
still,96,177,36.0,60.0,0.2033898305084746,2,1,2,158,139,716,0.2589928057553957,0.08379888268156424,3.0906474820143885,1.1283806100639633,5.0,1.1283806100639633,0,5.0,3.0
issues,117,176,38.0,79.0,0.2159090909090909,2,2,2,159,139,716,0.2733812949640288,0.11033519553072625,2.4777342682815777,0.9073445410893184,6.0,0.9073445410893184,0,5.0,3.0
13,92,176,27.0,65.0,0.1534090909090909,2,1,2,160,139,716,0.19424460431654678,0.09078212290502793,2.1396790260099614,0.7606558299386459,2.0,0.7606558299386459,0,5.0,2.0
provide,107,176,39.0,68.0,0.2215909090909091,2,2,2,161,139,716,0.2805755395683453,0.09497206703910614,2.954295387219636,1.0832601747834936,7.0,1.0832601747834936,0,5.0,3.0
enronxgate,50,175,7.0,43.0,0.04,2,1,2,162,139,716,0.050359712230215826,0.06005586592178771,0.8385477664380124,-0.1760837328082952,10.0,0.1760837328082952,0,3.0,4.0
rates,58,175,36.0,22.0,0.2057142857142857,2,1,2,163,139,716,0.2589928057553957,0.030726256983240222,8.429038587311968,2.131682718927748,5.0,2.131682718927748,0,6.0,3.0
lon,53,175,2.0,51.0,0.011428571428571429,2,1,2,164,139,716,0.014388489208633094,0.0712290502793296,0.20200310339963326,-1.5994722183344265,3.0,1.5994722183344265,0,1.0,2.0
project,64,174,11.0,53.0,0.06321839080459771,2,1,2,165,139,716,0.07913669064748201,0.07402234636871509,1.0690918962942852,0.06680959307620249,7.0,0.06680959307620249,0,4.0,3.0
much,96,174,37.0,59.0,0.21264367816091953,2,1,2,166,139,716,0.26618705035971224,0.0824022346368715,3.2303377636873556,1.1725867025684589,4.0,1.1725867025684589,0,5.0,3.0
take,113,172,44.0,69.0,0.2558139534883721,2,2,2,167,139,716,0.31654676258992803,0.09636871508379888,3.284746116150558,1.1892893631509556,4.0,1.1892893631509556,0,5.0,3.0
22,103,171,28.0,75.0,0.16374269005847952,2,2,2,168,139,716,0.2014388489208633,0.10474860335195531,1.9230695443645083,0.6539226304688472,2.0,0.6539226304688472,0,4.0,2.0
back,116,171,34.0,82.0,0.19883040935672514,2,2,2,169,139,716,0.2446043165467626,0.11452513966480447,2.135813300579049,0.7588475111818621,4.0,0.7588475111818621,0,5.0,3.0
original,115,171,22.0,93.0,0.1286549707602339,2,2,2,170,139,716,0.15827338129496402,0.12988826815642457,1.218534849539723,0.19764919403501374,8.0,0.19764919403501374,0,4.0,3.0
think,113,169,27.0,86.0,0.15976331360946747,2,2,2,171,139,716,0.19424460431654678,0.12011173184357542,1.6171992638447383,0.4806958035807753,5.0,0.4806958035807753,0,4.0,3.0
management,73,169,18.0,55.0,0.10650887573964497,2,1,2,172,139,716,0.12949640287769784,0.07681564245810056,1.6858077174623938,0.5222448064936477,10.0,0.5222448064936477,0,4.0,4.0
email,102,168,12.0,90.0,0.07142857142857142,2,2,2,173,139,716,0.08633093525179857,0.12569832402234637,0.686810551558753,-0.3756967867123108,5.0,0.3756967867123108,0,3.0,3.0
inc,72,167,25.0,47.0,0.1497005988023952,2,1,2,174,139,716,0.17985611510791366,0.06564245810055866,2.7399357110056632,1.007934456988096,3.0,1.007934456988096,0,5.0,2.0
financial,58,167,17.0,41.0,0.10179640718562874,2,1,2,175,139,716,0.1223021582733813,0.05726256983240224,2.135813300579049,0.7588475111818621,9.0,0.7588475111818621,0,5.0,3.0
16,92,166,17.0,75.0,0.10240963855421686,2,1,2,176,139,716,0.1223021582733813,0.10474860335195531,1.16757793764988,0.15493146434985947,2.0,0.15493146434985947,0,4.0,2.0
file,99,165,21.0,78.0,0.12727272727272726,2,1,2,177,139,716,0.1510791366906475,0.10893854748603352,1.38682899833979,0.32701984486378527,4.0,0.32701984486378527,0,4.0,3.0
long,72,164,35.0,37.0,0.21341463414634146,2,1,2,178,139,716,0.2517985611510791,0.051675977653631286,4.872642426599261,1.583636382675143,4.0,1.583636382675143,0,5.0,3.0
mike,86,164,18.0,68.0,0.10975609756097561,2,1,2,179,139,716,0.12949640287769784,0.09497206703910614,1.3635209479475243,0.31007028655001184,4.0,0.31007028655001184,0,4.0,3.0
steve,85,164,26.0,59.0,0.15853658536585366,2,1,2,180,139,716,0.18705035971223022,0.0824022346368715,2.2699670771857092,0.8197653279457165,5.0,0.8197653279457165,0,5.0,3.0
high,66,163,38.0,28.0,0.2331288343558282,2,1,2,181,139,716,0.2733812949640288,0.03910614525139665,6.990750256937308,1.9445878833811359,4.0,1.9445878833811359,0,5.0,3.0
28,97,162,26.0,71.0,0.16049382716049382,2,1,2,182,139,716,0.18705035971223022,0.09916201117318436,1.88631066977404,0.6346228948101205,2.0,0.6346228948101205,0,4.0,2.0
including,79,162,32.0,47.0,0.19753086419753085,2,1,2,183,139,716,0.2302158273381295,0.06564245810055866,3.5071177100872495,1.254794534919622,9.0,1.254794534919622,0,5.0,3.0
data,56,161,13.0,43.0,0.08074534161490683,2,1,2,184,139,716,0.09352517985611511,0.06005586592178771,1.5573029948134516,0.4429554755979282,4.0,0.4429554755979282,0,4.0,3.0
monday,96,161,28.0,68.0,0.17391304347826086,2,1,2,185,139,716,0.2014388489208633,0.09497206703910614,2.121032585696149,0.7519030388290511,6.0,0.7519030388290511,0,5.0,3.0
america,96,161,13.0,83.0,0.08074534161490683,2,1,2,186,139,716,0.09352517985611511,0.11592178770949721,0.8067955274334749,-0.2146850165051073,7.0,0.2146850165051073,0,3.0,3.0
25,100,161,19.0,81.0,0.11801242236024845,2,2,2,187,139,716,0.1366906474820144,0.11312849162011174,1.2082778221866952,0.18919605832395567,2.0,0.18919605832395567,0,4.0,2.0
made,105,160,34.0,71.0,0.2125,2,2,2,188,139,716,0.2446043165467626,0.09916201117318436,2.466713952781437,0.9028868814047998,4.0,0.9028868814047998,0,5.0,3.0
work,98,159,29.0,69.0,0.18238993710691823,2,1,2,189,139,716,0.20863309352517986,0.09636871508379888,2.164946303826504,0.7723955592191685,4.0,0.7723955592191685,0,5.0,3.0
cpuc,37,159,13.0,24.0,0.08176100628930817,2,1,2,190,139,716,0.09352517985611511,0.0335195530726257,2.790167865707434,1.026101760943545,4.0,1.026101760943545,0,5.0,3.0
services,76,158,26.0,50.0,0.16455696202531644,2,1,2,191,139,716,0.18705035971223022,0.06983240223463687,2.678561151079137,0.98527976642329,8.0,0.98527976642329,0,5.0,3.0
b,78,158,18.0,60.0,0.11392405063291139,2,1,2,192,139,716,0.12949640287769784,0.08379888268156424,1.5453237410071943,0.4352334295040179,1.0,0.4352334295040179,0,4.0,1.0
29,97,158,26.0,71.0,0.16455696202531644,2,1,2,193,139,716,0.18705035971223022,0.09916201117318436,1.88631066977404,0.6346228948101205,2.0,0.6346228948101205,0,4.0,2.0
following,122,157,35.0,87.0,0.2229299363057325,2,2,2,194,139,716,0.2517985611510791,0.12150837988826815,2.0722732159100308,0.7286461766647839,9.0,0.7286461766647839,0,4.0,3.0
public,75,156,34.0,41.0,0.21794871794871795,2,1,2,195,139,716,0.2446043165467626,0.05726256983240224,4.271626601158098,1.4519946917418074,6.0,1.4519946917418074,0,5.0,3.0
19,92,155,15.0,77.0,0.0967741935483871,2,1,2,196,139,716,0.1079136690647482,0.10754189944134078,1.0034569746799962,0.0034510130784799844,2.0,0.0034510130784799844,0,4.0,2.0
p,84,155,20.0,64.0,0.12903225806451613,2,1,2,197,139,716,0.14388489208633093,0.0893854748603352,1.6097122302158273,0.476055424024273,1.0,0.476055424024273,0,4.0,1.0
letter,67,155,9.0,58.0,0.05806451612903226,2,1,2,198,139,716,0.06474820143884892,0.08100558659217877,0.7993053832795832,-0.2240121993802461,6.0,0.2240121993802461,0,3.0,3.0
costs,62,154,35.0,27.0,0.22727272727272727,2,1,2,199,139,716,0.2517985611510791,0.03770949720670391,6.677324806821209,1.8987174293150384,5.0,1.8987174293150384,0,5.0,3.0
summer,53,153,39.0,14.0,0.2549019607843137,2,1,2,200,139,716,0.2805755395683453,0.019553072625698324,14.349434737923945,2.6637105503443417,6.0,2.6637105503443417,0,6.0,3.0
want,101,150,27.0,74.0,0.18,2,2,2,201,139,716,0.19424460431654678,0.10335195530726257,1.879447793116858,0.6309780066301133,4.0,0.6309780066301133,0,4.0,3.0
san,47,150,23.0,24.0,0.15333333333333332,2,1,2,202,139,716,0.16546762589928057,0.0335195530726257,4.936450839328537,1.596646619411158,3.0,1.596646619411158,0,5.0,2.0
staff,47,150,24.0,23.0,0.16,2,1,2,203,139,716,0.17266187050359713,0.03212290502793296,5.375039099155458,1.6817658482487499,5.0,1.6817658482487499,0,5.0,3.0
james,83,150,37.0,46.0,0.24666666666666667,2,1,2,204,139,716,0.26618705035971224,0.06424581005586592,4.143259305598999,1.4214827499850833,5.0,1.4214827499850833,0,5.0,3.0
w,74,150,18.0,56.0,0.12,2,1,2,205,139,716,0.12949640287769784,0.0782122905027933,1.6557040082219938,0.5042263009909693,1.0,0.5042263009909693,0,4.0,1.0
texas,70,149,13.0,57.0,0.087248322147651,2,1,2,206,139,716,0.09352517985611511,0.07960893854748603,1.1748075224031302,0.16110432345694053,5.0,0.16110432345694053,0,4.0,3.0
available,85,148,35.0,50.0,0.23648648648648649,2,1,2,207,139,716,0.2517985611510791,0.06983240223463687,3.6057553956834534,1.2825312898912216,9.0,1.2825312898912216,0,5.0,3.0
received,97,148,25.0,72.0,0.16891891891891891,2,1,2,208,139,716,0.17985611510791366,0.1005586592178771,1.7885691446842524,0.5814159396820993,8.0,0.5814159396820993,0,4.0,3.0
23,86,148,20.0,66.0,0.13513513513513514,2,1,2,209,139,716,0.14388489208633093,0.09217877094972067,1.5609330717244385,0.44528376535751923,2.0,0.44528376535751923,0,4.0,2.0
part,85,148,32.0,53.0,0.21621621621621623,2,1,2,210,139,716,0.2302158273381295,0.07402234636871509,3.1100855164924663,1.1346502230775586,4.0,1.1346502230775586,0,5.0,3.0
point,84,147,37.0,47.0,0.25170068027210885,2,1,2,211,139,716,0.26618705035971224,0.06564245810055866,4.055104852288382,1.3999765447641197,5.0,1.3999765447641197,0,5.0,3.0
r,77,147,15.0,62.0,0.10204081632653061,2,1,2,212,139,716,0.1079136690647482,0.08659217877094973,1.2462288233928984,0.22012204988707224,1.0,0.22012204988707224,0,4.0,1.0
change,89,147,24.0,65.0,0.16326530612244897,2,1,2,213,139,716,0.17266187050359713,0.09078212290502793,1.9019369120088545,0.6428727942822624,6.0,0.6428727942822624,0,4.0,3.0
service,77,147,31.0,46.0,0.2108843537414966,2,1,2,214,139,716,0.22302158273381295,0.06424581005586592,3.4713794182045667,1.244552041826005,7.0,1.244552041826005,0,5.0,3.0
well,109,146,37.0,72.0,0.2534246575342466,2,2,2,215,139,716,0.26618705035971224,0.1005586592178771,2.6470823341326937,0.9734580274581229,4.0,0.9734580274581229,0,5.0,3.0
steven,85,146,33.0,52.0,0.22602739726027396,2,1,2,216,139,716,0.23741007194244604,0.07262569832402235,3.268954067515218,1.1844700767150067,6.0,1.1844700767150067,0,5.0,3.0
million,53,145,27.0,26.0,0.18620689655172415,2,1,2,217,139,716,0.19424460431654678,0.036312849162011177,5.349197565024903,1.6769465618128008,7.0,1.6769465618128008,0,5.0,3.0
regards,112,145,10.0,102.0,0.06896551724137931,2,2,2,218,139,716,0.07194244604316546,0.1424581005586592,0.5050077584990831,-0.6831814864602715,7.0,0.6831814864602715,0,2.0,3.0
years,68,144,35.0,33.0,0.24305555555555555,2,1,2,219,139,716,0.2517985611510791,0.046089385474860335,5.463265751035535,1.6980467338528873,5.0,1.6980467338528873,0,5.0,3.0
plants,42,143,33.0,9.0,0.23076923076923078,2,1,2,220,139,716,0.23741007194244604,0.012569832402234637,18.887290167865707,2.938489217960215,6.0,2.938489217960215,0,6.0,3.0
24,82,143,21.0,61.0,0.14685314685314685,2,1,2,221,139,716,0.1510791366906475,0.08519553072625698,1.7733223257459607,0.5728548073800657,2.0,0.5728548073800657,0,4.0,2.0
proposed,76,143,31.0,45.0,0.21678321678321677,2,1,2,222,139,716,0.22302158273381295,0.06284916201117319,3.548521183053557,1.2665309485447802,8.0,1.2665309485447802,0,5.0,3.0
friday,97,143,23.0,74.0,0.16083916083916083,2,1,2,223,139,716,0.16546762589928057,0.10335195530726257,1.6010110830254716,0.4706353565549338,6.0,0.4706353565549338,0,4.0,3.0
percent,26,143,19.0,7.0,0.13286713286713286,2,1,2,224,139,716,0.1366906474820144,0.009776536312849162,13.981500513874616,2.637735063941081,7.0,2.637735063941081,0,6.0,3.0
chris,66,143,16.0,50.0,0.11188811188811189,2,1,2,225,139,716,0.11510791366906475,0.06983240223463687,1.6483453237410073,0.4997719506415891,5.0,0.4997719506415891,0,4.0,3.0
current,91,142,30.0,61.0,0.2112676056338028,2,1,2,226,139,716,0.2158273381294964,0.08519553072625698,2.5333176082085154,0.9295297513187981,7.0,0.9295297513187981,0,5.0,3.0
purchase,63,142,22.0,41.0,0.15492957746478872,2,1,2,227,139,716,0.15827338129496402,0.05726256983240224,2.7639936831022984,1.016676620483962,8.0,1.016676620483962,0,5.0,3.0
help,93,142,29.0,64.0,0.20422535211267606,2,1,2,228,139,716,0.20863309352517986,0.0893854748603352,2.3340827338129495,0.847618980456756,4.0,0.847618980456756,0,5.0,3.0
law,53,141,17.0,36.0,0.12056737588652482,2,1,2,229,139,716,0.1223021582733813,0.05027932960893855,2.4324540367705834,0.8889006394300598,3.0,0.8889006394300598,0,5.0,2.0
number,100,141,26.0,74.0,0.18439716312056736,2,2,2,230,139,716,0.18705035971223022,0.10335195530726257,1.8098386155940114,0.5932376786472662,6.0,0.5932376786472662,0,4.0,3.0
way,77,140,23.0,54.0,0.16428571428571428,2,1,2,231,139,716,0.16546762589928057,0.07541899441340782,2.193978150812683,0.7857164031948292,3.0,0.7857164031948292,0,5.0,2.0
www,74,140,22.0,52.0,0.15714285714285714,2,1,2,232,139,716,0.15827338129496402,0.07262569832402235,2.179302711676812,0.7790049686068422,3.0,0.7790049686068422,0,5.0,2.0
three,76,139,35.0,41.0,0.2517985611510791,2,1,2,233,139,716,0.2517985611510791,0.05726256983240224,4.397262677662748,1.4809822286150598,5.0,1.4809822286150598,0,5.0,3.0
phone,108,139,19.0,89.0,0.1366906474820144,2,2,2,234,139,716,0.1366906474820144,0.12430167597765363,1.0996685797429473,0.09500884326425454,5.0,0.09500884326425454,0,4.0,3.0
communications,29,139,2.0,27.0,0.014388489208633094,2,1,2,235,139,716,0.014388489208633094,0.03770949720670391,0.38156141753264056,-0.9634834516144299,14.0,0.9634834516144299,0,2.0,4.0
government,36,138,17.0,19.0,0.12318840579710146,2,1,2,236,139,716,0.1223021582733813,0.02653631284916201,4.608860280196895,1.5279805987197295,10.0,1.5279805987197295,0,5.0,4.0
due,83,137,30.0,53.0,0.21897810218978103,2,1,2,237,139,716,0.2158273381294964,0.07402234636871509,2.915705171711687,1.0701117019399873,3.0,1.0701117019399873,0,5.0,2.0
edison,40,136,29.0,11.0,0.21323529411764705,2,1,2,238,139,716,0.20863309352517986,0.015363128491620111,13.580117724002617,2.6086067910180573,6.0,2.6086067910180573,0,6.0,3.0
contact,102,136,21.0,81.0,0.15441176470588236,2,2,2,239,139,716,0.1510791366906475,0.11312849162011174,1.335464961364242,0.2892795168809381,7.0,0.2892795168809381,0,4.0,3.0
21,88,136,16.0,72.0,0.11764705882352941,2,1,2,240,139,716,0.11510791366906475,0.1005586592178771,1.1446842525979217,0.13512883705367984,2.0,0.13512883705367984,0,4.0,2.0
however,85,135,22.0,63.0,0.16296296296296298,2,1,2,241,139,716,0.15827338129496402,0.08798882681564246,1.7987895397967337,0.5871139607967368,7.0,0.5871139607967368,0,4.0,3.0
set,86,135,28.0,58.0,0.2074074074074074,2,1,2,242,139,716,0.2014388489208633,0.08100558659217877,2.4867278590920368,0.9109677334587385,3.0,0.9109677334587385,0,5.0,2.0
ena,59,135,8.0,51.0,0.05925925925925926,2,1,2,243,139,716,0.05755395683453238,0.0712290502793296,0.808012413598533,-0.21317785721453586,3.0,0.21317785721453586,0,3.0,2.0
find,122,135,20.0,102.0,0.14814814814814814,2,2,2,244,139,716,0.14388489208633093,0.1424581005586592,1.0100155169981662,0.00996569409967376,4.0,0.00996569409967376,0,4.0,3.0
end,89,134,34.0,55.0,0.2537313432835821,2,1,2,245,139,716,0.2446043165467626,0.07681564245810056,3.184303466317855,1.1582335732136444,3.0,1.1582335732136444,0,5.0,2.0
cost,68,134,36.0,32.0,0.26865671641791045,2,1,2,246,139,716,0.2589928057553957,0.0446927374301676,5.794964028776978,1.7569892694863374,4.0,1.7569892694863374,0,5.0,3.0
tom,74,133,20.0,54.0,0.15037593984962405,2,1,2,247,139,716,0.14388489208633093,0.07541899441340782,1.9078070876632025,0.6459544608196703,3.0,0.6459544608196703,0,4.0,2.0
27,80,133,20.0,60.0,0.15037593984962405,2,1,2,248,139,716,0.14388489208633093,0.08379888268156424,1.7170263788968825,0.5405939451618442,2.0,0.5405939451618442,0,4.0,2.0
robert,82,132,24.0,58.0,0.18181818181818182,2,1,2,249,139,716,0.17266187050359713,0.08100558659217877,2.131481022078889,0.7568170536314802,6.0,0.7568170536314802,0,5.0,3.0
generators,37,132,29.0,8.0,0.2196969696969697,2,1,2,250,139,716,0.20863309352517986,0.0111731843575419,18.672661870503596,2.9270605221365917,10.0,2.9270605221365917,0,6.0,4.0
going,85,132,25.0,60.0,0.1893939393939394,2,1,2,251,139,716,0.17985611510791366,0.08379888268156424,2.146282973621103,0.7637374964760539,5.0,0.7637374964760539,0,5.0,3.0
kaminski,43,132,4.0,39.0,0.030303030303030304,2,1,2,252,139,716,0.02877697841726619,0.05446927374301676,0.5283158088913485,-0.6380610511798018,8.0,0.6380610511798018,0,2.0,3.0
susan,79,131,36.0,43.0,0.2748091603053435,2,1,2,253,139,716,0.2589928057553957,0.06005586592178771,4.3125313702526356,1.4615250565925015,5.0,1.4615250565925015,0,5.0,3.0
trade,59,131,20.0,39.0,0.15267175572519084,2,1,2,254,139,716,0.14388489208633093,0.05446927374301676,2.6415790444567424,0.9713768612542985,5.0,0.9713768612542985,0,5.0,3.0
industry,47,131,20.0,27.0,0.15267175572519084,2,1,2,255,139,716,0.14388489208633093,0.03770949720670391,3.815614175326405,1.3391016413796157,8.0,1.3391016413796157,0,5.0,3.0
look,104,131,27.0,77.0,0.20610687022900764,2,2,2,256,139,716,0.19424460431654678,0.10754189944134078,1.8062225544239934,0.5912376779805991,4.0,0.5912376779805991,0,4.0,3.0
give,102,131,22.0,80.0,0.16793893129770993,2,2,2,257,139,716,0.15827338129496402,0.11173184357541899,1.416546762589928,0.34822205251438804,4.0,0.34822205251438804,0,4.0,3.0
copy,99,130,13.0,86.0,0.1,2,1,2,258,139,716,0.09352517985611511,0.12011173184357542,0.7786514974067258,-0.25019170496201715,4.0,0.25019170496201715,0,3.0,3.0
even,67,129,36.0,31.0,0.27906976744186046,2,1,2,259,139,716,0.2589928057553957,0.04329608938547486,5.981898352285913,1.7887379678009174,4.0,1.7887379678009174,0,5.0,3.0
dasovich,64,129,31.0,33.0,0.24031007751937986,2,1,2,260,139,716,0.22302158273381295,0.046089385474860335,4.83889252234576,1.5766858768486198,8.0,1.5766858768486198,0,5.0,3.0
general,60,128,21.0,39.0,0.1640625,2,1,2,261,139,716,0.1510791366906475,0.05446927374301676,2.77365799667958,1.0201670254237305,7.0,1.0201670254237305,0,5.0,3.0
pipeline,43,128,22.0,21.0,0.171875,2,1,2,262,139,716,0.15827338129496402,0.029329608938547486,5.396368619390202,1.6857262494648468,8.0,1.6857262494648468,0,5.0,3.0
dow,26,128,20.0,6.0,0.15625,2,1,2,263,139,716,0.14388489208633093,0.008379888268156424,17.170263788968825,2.8431790381558897,3.0,2.8431790381558897,0,6.0,2.0
conference,63,127,19.0,44.0,0.14960629921259844,2,1,2,264,139,716,0.1366906474820144,0.061452513966480445,2.224329627207325,0.7994555790781332,10.0,0.7994555790781332,0,5.0,4.0
